1,3,0.00481487524987684,0.0105893611907959,33.65
1,3,0.005308624903361,0.0120255947113037,23.75
1,3,0.00388398103546678,0.0121324062347412,23.75
1,3,0.00393856018308609,0.012176513671875,26.25
1,3,0.00525087205190507,0.0126917362213135,26.25
1,3,0.00607418286598335,0.0137631893157959,44.25
1,3,0.0052720847133426,0.0154204368591309,44.1
1,3,0.00603862989948533,0.016197681427002,47.3
1,3,0.0059752640244747,0.0166332721710205,33.65
2,3,0.00389010083107721,0.00843095779418945,14
2,3,0.00541804728560231,0.00855827331542969,10.65
2,3,0.00408268310654331,0.00873756408691406,10.65
2,3,0.00573339547429766,0.00951933860778809,14
2,3,0.00524336556686855,0.00977039337158203,10.65
2,3,0.00521863131296067,0.00993251800537109,14
2,3,0.00571554255597468,0.0101439952850342,10.65
2,3,0.00589423899380666,0.0106432437896729,13.25
2,3,0.00462662978742108,0.0150837898254395,13.25
3,3,0.00396295615604946,0.00804829597473145,7
3,3,0.00420326766232157,0.00891852378845215,6.05
3,3,0.00590410968160498,0.00936436653137207,6.05
3,3,0.00484946311688891,0.00945711135864258,6.8
3,3,0.00592693147205171,0.0100195407867432,7
3,3,0.00645088915731393,0.0102183818817139,6.8
3,3,0.00615709609564999,0.0110447406768799,6.05
3,3,0.00560991691820549,0.0113146305084229,6.05
3,3,0.00557219130652292,0.0149095058441162,7
4,3,0.00485936462456453,0.00836944580078125,4.7
4,3,0.00442996427017153,0.00939464569091797,4.35
4,3,0.00429437030740336,0.00953483581542969,4.9
4,3,0.00590414660317557,0.00997376441955566,4.9
4,3,0.00684317122114466,0.0108804702758789,4.7
4,3,0.00601154542974129,0.0113935470581055,4.35
4,3,0.00634537505454758,0.0114006996154785,4.9
4,3,0.00646192543351331,0.0139062404632568,4.35
4,3,0.00593450334337023,0.015117883682251,4.35
5,3,0.00443464153809167,0.00859594345092773,3.55
5,3,0.00494670678698827,0.00956463813781738,4.2
5,3,0.0056516105580218,0.0106751918792725,3.55
5,3,0.00632420513365004,0.0108861923217773,4.2
5,3,0.00575899182350983,0.0109124183654785,3.55
5,3,0.00691880025560894,0.0114820003509521,4.2
5,3,0.00664481572937547,0.0117411613464355,3.8
5,3,0.00526813352317141,0.0130369663238525,3.8
5,3,0.00719951016242515,0.0186848640441895,3.55
10,3,0.00567586388852861,0.0106160640716553,2.4
10,3,0.00495759646097819,0.0107588768005371,2.4
10,3,0.00551191965738932,0.0115270614624023,6.25
10,3,0.00619347262800786,0.0117418766021729,5.7
10,3,0.00771561596128676,0.0136234760284424,2.4
10,3,0.00689731869432661,0.0139851570129395,2.4
10,3,0.00839145851135254,0.0159008502960205,6.25
10,3,0.00844809953232258,0.0194268226623535,5.7
10,3,0.00766580327351888,0.0213844776153564,6.25
15,3,0.00546733825561033,0.0111691951751709,4.15
15,3,0.00596797801404593,0.011920690536499,4.15
15,3,0.00744221488155993,0.0148088932037354,4.15
15,3,0.00649661395860755,0.0155794620513916,5.75
15,3,0.00899549660433727,0.0174782276153564,4.15
15,3,0.00879373826842377,0.018261194229126,5.75
15,3,0.00724518491998074,0.0184509754180908,5.15
15,3,0.0101706318099136,0.0216963291168213,5.15
20,3,0.00657400978936089,0.0126662254333496,3.75
20,3,0.00613453335232205,0.0132684707641602,3.75
20,3,0.00830359141031901,0.0175487995147705,3.75
20,3,0.00803263333379006,0.0179471969604492,4.9
20,3,0.00728335597298362,0.0181570053100586,5.5
20,3,0.0084528308444553,0.0194268226623535,3.75
20,3,0.0110305199006788,0.0253534317016602,4.9
20,3,0.00991163687272505,0.0274264812469482,5.5
25,3,0.0066887506472519,0.0147209167480469,2.55
25,3,0.00727166069878472,0.0148706436157227,2.55
25,3,0.00798191979666737,0.017711877822876,5.35
25,3,0.00917144538530337,0.0185298919677734,2.55
25,3,0.00898212659443524,0.0200810432434082,4.7
25,3,0.00896278861301397,0.0209205150604248,2.55
25,3,0.0109364941855457,0.0237908363342285,5.35
25,3,0.0115768579726524,0.0253620147705078,4.7
,,,,
1,4,0.00420742337986574,0.00773048400878906,29.5
1,4,0.00390445383984668,0.0115220546722412,59.45
1,4,0.00454164035299904,0.0117719173431396,35.1
1,4,0.00515901396924066,0.0141081809997559,59.1
1,4,0.00583418018438599,0.0143094062805176,35.2
1,4,0.00515662012568944,0.0158979892730713,26.45
1,4,0.00596683954788467,0.0182754993438721,29.5
1,4,0.00431780801603609,0.0188627243041992,26.45
1,4,0.00388117976810621,0.0212826728820801,26.45
2,4,0.00407496594093941,0.00733613967895508,9.25
2,4,0.00441782637721016,0.00789785385131836,8.4
2,4,0.00540231401855881,0.0105907917022705,9.25
2,4,0.004801316057297,0.0109236240386963,9.35
2,4,0.00546242154779888,0.0118138790130615,8.4
2,4,0.00412828936463311,0.0121581554412842,8.4
2,4,0.00722577742167882,0.0150034427642822,8.4
2,4,0.00639453068136531,0.0151462554931641,9.35
3,4,0.00474926160306347,0.00962996482849121,4.9
3,4,0.0068368584878983,0.0105762481689453,4.65
3,4,0.00578856407993972,0.0106854438781738,4.95
3,4,0.00441365290169764,0.0121655464172363,4.95
3,4,0.00425698744353428,0.012505054473877,4.65
3,4,0.00454052737964097,0.012505054473877,4.65
3,4,0.00573337334458546,0.0126903057098389,4.65
3,4,0.00743881415347664,0.0160417556762695,4.9
4,4,0.00438200131706569,0.00802445411682129,3.45
4,4,0.00458664824997169,0.00818538665771484,3.45
4,4,0.00450643706016052,0.00885701179504395,7.8
4,4,0.00574079285497251,0.0104517936706543,3.45
4,4,0.0079500208730283,0.0119314193725586,3.45
4,4,0.00556050184406812,0.0128564834594727,7.9
4,4,0.00600750362261748,0.0171451568603516,7.8
4,4,0.00695562890813321,0.0174012184143066,7.9
5,4,0.00483124523327268,0.00855755805969238,2.9
5,4,0.0045718540405405,0.00891637802124023,2.9
5,4,0.00485155070331735,0.00958061218261719,7.1
5,4,0.00631067828393318,0.013070821762085,7.1
5,4,0.00710142193169429,0.0135247707366943,7.25
5,4,0.00579240157686431,0.014613151550293,7.25
5,4,0.00831292518253984,0.016646146774292,2.9
5,4,0.00611170715299146,0.0185058116912842,2.9
10,4,0.00570074149540493,0.0105783939361572,4.55
10,4,0.00584108259366906,0.0111794471740723,5.75
10,4,0.00682619489541575,0.0127532482147217,5.95
10,4,0.00733336773547497,0.0141913890838623,4.55
10,4,0.0090716095531688,0.0172944068908691,5.95
10,4,0.00539633533456823,0.0174281597137451,4.55
10,4,0.007949639921603,0.0256426334381104,5.75
10,4,0.0102329286900195,0.0299532413482666,4.55
15,4,0.00614766902234181,0.0119340419769287,4.15
15,4,0.00660436572851958,0.0133543014526367,5.4
15,4,0.00658589816955199,0.0133845806121826,4.15
15,4,0.00788519887236861,0.0191655158996582,5.55
15,4,0.00908404367941397,0.0207614898681641,5.4
15,4,0.0111111043447472,0.0214991569519043,4.15
15,4,0.00851344559566084,0.023871898651123,4.15
15,4,0.0111123151607342,0.0248324871063232,5.55
20,4,0.00942903304401832,0.0191633701324463,3.95
20,4,0.0103749904451491,0.0212955474853516,3.95
20,4,0.00745401359521426,0.0227189064025879,5.2
20,4,0.010199394936745,0.0227277278900146,5.2
20,4,0.00740773013875454,0.0231399536132812,3.95
20,4,0.00686415690409986,0.0236406326293945,3.95
20,4,0.012451262674599,0.025705099105835,5.35
20,4,0.00984944528508409,0.0320708751678467,5.35
25,4,0.00748475131235625,0.0159621238708496,3.8
25,4,0.00819658879006263,0.0172317028045654,5.05
25,4,0.0080587354145552,0.0172460079193115,3.8
25,4,0.00996760640825544,0.0204131603240967,5.25
25,4,0.0114739505868209,0.0226709842681885,3.8
25,4,0.0115271700490819,0.0253331661224365,5.05
25,4,0.0151151679811024,0.0332555770874023,5.25
25,4,0.010488004276627,0.0334792137145996,3.8
,,,,
1,6,0.00416651715948598,0.0101444721221924,21.85
2,6,0.00423389431843505,0.00760030746459961,5.35
3,6,0.00439901404910617,0.00868606567382813,7.5
4,6,0.00466206743942564,0.0123412609100342,6.7
5,6,0.0049058043162028,0.0100927352905273,6.25
10,6,0.0059390908632523,0.0119228363037109,5.2
15,6,0.00692719000357169,0.0163581371307373,4.95
20,6,0.00766020806299316,0.016432523727417,4.8
25,6,0.00841894259689548,0.0187618732452393,4.7
,,,,
1,10,0.00405018530817474,0.00859570503234863,11.85
2,10,0.00438483634026222,0.0105612277984619,7.65
3,10,0.00466861475759478,0.0140917301177979,6.7
4,10,0.00500892216597146,0.011760950088501,6.15
5,10,0.00528950921276159,0.0135407447814941,5.7
10,10,0.00631809184948603,0.0159537792205811,4.8
15,10,0.00737002266777886,0.0166358947753906,4.5
20,10,0.00819868764211965,0.017937183380127,4.3
25,10,0.00929917430877686,0.0217618942260742,3.75
,,,,
1,12,0.00424401117647361,0.0132300853729248,13.7
2,12,0.00454229710063314,0.010087251663208,8.2
3,12,0.00479802754695786,0.0110151767730713,6.55
4,12,0.00512032467743446,0.0137498378753662,5.8
5,12,0.0055670166089211,0.0154988765716553,5.4
10,12,0.00678593438604604,0.0159022808074951,4.6
15,12,0.00784992395232921,0.0181610584259033,4.35
20,12,0.0089285404806635,0.0190954208374023,4.15
25,12,0.0101833523136296,0.0238630771636963,3.65
,,,,
,,,,
,,,,
K,num_agents,mean_mpc_time,max_mpc_time,consensus_time
